ID,Название задачи,Статус,ID проекта
7140,Task 7140,Завершена,7707
7141,Task 7141,В процессе,4324
7142,Task 7142,Завершена,3566
7143,Task 7143,В процессе,4949
7144,Task 7144,В процессе,4294
7145,Task 7145,В процессе,4214
7146,Task 7146,Завершена,6188
7147,Task 7147,Не начата,3382
7148,Task 7148,Не начата,1993
7149,Task 7149,В процессе,5964
7150,Task 7150,В процессе,5274
7151,Task 7151,В процессе,1735
7152,Task 7152,В процессе,5099
7153,Task 7153,Не начата,7073
7154,Task 7154,Завершена,6255
7155,Task 7155,Завершена,8251
7156,Task 7156,Не начата,9631
7157,Task 7157,Завершена,1854
7158,Task 7158,Завершена,4783
7159,Task 7159,Не начата,657
7160,Task 7160,В процессе,9066
7161,Task 7161,Завершена,5544
7162,Task 7162,В процессе,5185
7163,Task 7163,Завершена,1250
7164,Task 7164,Не начата,7947
7165,Task 7165,Не начата,4164
7166,Task 7166,Завершена,7863
7167,Task 7167,Не начата,7314
7168,Task 7168,Завершена,6155
7169,Task 7169,Не начата,8786
7170,Task 7170,В процессе,6180
7171,Task 7171,В процессе,2388
7172,Task 7172,Завершена,2681
7173,Task 7173,В процессе,5551
7174,Task 7174,Завершена,857
7175,Task 7175,В процессе,7848
7176,Task 7176,Завершена,9157
7177,Task 7177,В процессе,2497
7178,Task 7178,Не начата,6661
7179,Task 7179,Не начата,8713
7180,Task 7180,Не начата,4598
7181,Task 7181,Завершена,9230
7182,Task 7182,В процессе,6932
7183,Task 7183,В процессе,754
7184,Task 7184,В процессе,7297
7185,Task 7185,Не начата,5580
7186,Task 7186,Завершена,2540
7187,Task 7187,В процессе,7776
7188,Task 7188,В процессе,2750
7189,Task 7189,Не начата,6573
7190,Task 7190,Завершена,3257
7191,Task 7191,Не начата,6089
7192,Task 7192,Не начата,5150
7193,Task 7193,Завершена,8721
7194,Task 7194,Не начата,2744
7195,Task 7195,Не начата,7243
7196,Task 7196,В процессе,4757
7197,Task 7197,Завершена,3069
7198,Task 7198,В процессе,1034
7199,Task 7199,Не начата,1989
7200,Task 7200,Не начата,1823
7201,Task 7201,Завершена,1311
7202,Task 7202,Завершена,167
7203,Task 7203,Завершена,6132
7204,Task 7204,Завершена,7281
7205,Task 7205,Не начата,8150
7206,Task 7206,Не начата,8878
7207,Task 7207,В процессе,1304
7208,Task 7208,Не начата,1610
7209,Task 7209,В процессе,638
7210,Task 7210,Не начата,8715
7211,Task 7211,Завершена,1261
7212,Task 7212,Не начата,2691
7213,Task 7213,Завершена,2219
7214,Task 7214,Не начата,7640
7215,Task 7215,Не начата,9562
7216,Task 7216,Не начата,1957
7217,Task 7217,В процессе,4083
7218,Task 7218,Завершена,7
7219,Task 7219,В процессе,4050
7220,Task 7220,Завершена,8316
7221,Task 7221,Не начата,6410
7222,Task 7222,Не начата,4012
7223,Task 7223,Завершена,1613
7224,Task 7224,Не начата,1997
7225,Task 7225,В процессе,7652
7226,Task 7226,В процессе,3457
7227,Task 7227,Не начата,5160
7228,Task 7228,Не начата,6861
7229,Task 7229,В процессе,4531
7230,Task 7230,В процессе,3760
7231,Task 7231,В процессе,8145
7232,Task 7232,Не начата,6127
7233,Task 7233,В процессе,639
7234,Task 7234,В процессе,3331
7235,Task 7235,В процессе,4881
7236,Task 7236,В процессе,2700
7237,Task 7237,Завершена,8931
7238,Task 7238,Завершена,1271
7239,Task 7239,Не начата,5826
7240,Task 7240,Не начата,9050
7241,Task 7241,Не начата,1747
7242,Task 7242,Не начата,5606
7243,Task 7243,Завершена,6122
7244,Task 7244,Завершена,4074
7245,Task 7245,Не начата,5398
7246,Task 7246,Не начата,3249
7247,Task 7247,Не начата,4909
7248,Task 7248,Не начата,4884
7249,Task 7249,Не начата,7187
7250,Task 7250,Завершена,313
7251,Task 7251,В процессе,5476
7252,Task 7252,В процессе,9136
7253,Task 7253,Завершена,1592
7254,Task 7254,Завершена,4432
7255,Task 7255,Завершена,8714
7256,Task 7256,В процессе,3845
7257,Task 7257,В процессе,8528
7258,Task 7258,Не начата,3437
7259,Task 7259,Завершена,5749
7260,Task 7260,Завершена,7598
7261,Task 7261,В процессе,2176
7262,Task 7262,Не начата,6418
7263,Task 7263,Завершена,2910
7264,Task 7264,Завершена,6779
7265,Task 7265,Не начата,1481
7266,Task 7266,В процессе,7826
7267,Task 7267,В процессе,2457
7268,Task 7268,В процессе,4500
7269,Task 7269,Не начата,5011
7270,Task 7270,Не начата,9062
7271,Task 7271,В процессе,8831
7272,Task 7272,Завершена,6949
7273,Task 7273,Завершена,1762
7274,Task 7274,Не начата,3939
7275,Task 7275,Завершена,4313
7276,Task 7276,Не начата,7568
7277,Task 7277,Завершена,4667
7278,Task 7278,Завершена,6831
7279,Task 7279,Завершена,2465
7280,Task 7280,В процессе,6604
7281,Task 7281,Не начата,1435
7282,Task 7282,Не начата,846
7283,Task 7283,Завершена,6417
7284,Task 7284,В процессе,4241
7285,Task 7285,В процессе,3534
7286,Task 7286,Не начата,3657
7287,Task 7287,Завершена,6605
7288,Task 7288,В процессе,4562
7289,Task 7289,В процессе,1578
7290,Task 7290,В процессе,7533
7291,Task 7291,Завершена,9682
7292,Task 7292,В процессе,2033
7293,Task 7293,В процессе,7380
7294,Task 7294,В процессе,4331
7295,Task 7295,Завершена,4783
7296,Task 7296,Не начата,9450
7297,Task 7297,Завершена,3089
7298,Task 7298,Завершена,7574
7299,Task 7299,Завершена,5871
7300,Task 7300,В процессе,7093
7301,Task 7301,Завершена,4308
7302,Task 7302,Не начата,5792
7303,Task 7303,В процессе,7258
7304,Task 7304,Не начата,8893
7305,Task 7305,Не начата,4832
7306,Task 7306,В процессе,2974
7307,Task 7307,Не начата,2162
7308,Task 7308,Завершена,9979
7309,Task 7309,В процессе,5721
7310,Task 7310,Не начата,9819
7311,Task 7311,Завершена,4589
7312,Task 7312,В процессе,5023
7313,Task 7313,Не начата,4767
7314,Task 7314,Завершена,7258
7315,Task 7315,Не начата,1148
7316,Task 7316,В процессе,4190
7317,Task 7317,Завершена,3795
7318,Task 7318,Завершена,4884
7319,Task 7319,Завершена,5283
7320,Task 7320,Завершена,586
7321,Task 7321,Завершена,7240
7322,Task 7322,В процессе,6201
7323,Task 7323,Не начата,6888
7324,Task 7324,Завершена,7987
7325,Task 7325,Завершена,3586
7326,Task 7326,В процессе,4592
7327,Task 7327,В процессе,3197
7328,Task 7328,Завершена,6405
7329,Task 7329,В процессе,6911
7330,Task 7330,В процессе,1488
7331,Task 7331,В процессе,5785
7332,Task 7332,В процессе,2340
7333,Task 7333,Не начата,8488
7334,Task 7334,Не начата,2684
7335,Task 7335,Завершена,3293
7336,Task 7336,Не начата,3562
7337,Task 7337,Не начата,9523
7338,Task 7338,Завершена,6981
7339,Task 7339,Не начата,2325
7340,Task 7340,Не начата,1650
7341,Task 7341,В процессе,3866
7342,Task 7342,Не начата,4686
7343,Task 7343,Не начата,7935
7344,Task 7344,В процессе,8668
7345,Task 7345,Завершена,8281
7346,Task 7346,В процессе,142
7347,Task 7347,Завершена,7039
7348,Task 7348,В процессе,574
7349,Task 7349,Не начата,8647
7350,Task 7350,Не начата,5595
7351,Task 7351,Не начата,8572
7352,Task 7352,В процессе,4782
7353,Task 7353,В процессе,3858
7354,Task 7354,Завершена,3631
7355,Task 7355,Завершена,1165
7356,Task 7356,В процессе,2592
7357,Task 7357,Не начата,5613
7358,Task 7358,Не начата,960
7359,Task 7359,В процессе,5362
7360,Task 7360,Завершена,7052
7361,Task 7361,Не начата,361
7362,Task 7362,В процессе,8565
7363,Task 7363,Завершена,9184
7364,Task 7364,Не начата,9941
7365,Task 7365,Не начата,4756
7366,Task 7366,Завершена,5295
7367,Task 7367,Завершена,6017
7368,Task 7368,Завершена,5391
7369,Task 7369,Не начата,9977
7370,Task 7370,В процессе,7953
7371,Task 7371,Завершена,7694
7372,Task 7372,Не начата,8028
7373,Task 7373,Завершена,9698
7374,Task 7374,Не начата,6857
7375,Task 7375,Завершена,3968
7376,Task 7376,Не начата,4844
7377,Task 7377,Не начата,1651
7378,Task 7378,В процессе,9753
7379,Task 7379,В процессе,3229
7380,Task 7380,Завершена,8082
7381,Task 7381,В процессе,2781
7382,Task 7382,Не начата,5274
7383,Task 7383,В процессе,5291
7384,Task 7384,В процессе,4583
7385,Task 7385,Не начата,5576
7386,Task 7386,Завершена,8190
7387,Task 7387,Не начата,2876
7388,Task 7388,В процессе,7600
7389,Task 7389,Не начата,738
7390,Task 7390,Завершена,979
7391,Task 7391,В процессе,350
7392,Task 7392,Завершена,8628
7393,Task 7393,Не начата,8778
7394,Task 7394,Завершена,3201
7395,Task 7395,Завершена,1502
7396,Task 7396,Не начата,3757
7397,Task 7397,В процессе,2397
7398,Task 7398,В процессе,9351
7399,Task 7399,В процессе,3947
7400,Task 7400,В процессе,641
7401,Task 7401,Не начата,1719
7402,Task 7402,Завершена,3169
7403,Task 7403,Не начата,7675
7404,Task 7404,Не начата,2359
7405,Task 7405,Завершена,7962
7406,Task 7406,Не начата,3459
7407,Task 7407,Завершена,5650
7408,Task 7408,В процессе,3087
7409,Task 7409,Не начата,2723
7410,Task 7410,Не начата,6204
7411,Task 7411,Не начата,2085
7412,Task 7412,В процессе,2755
7413,Task 7413,Не начата,21
7414,Task 7414,В процессе,6018
7415,Task 7415,Не начата,6396
7416,Task 7416,В процессе,1261
7417,Task 7417,Завершена,4726
7418,Task 7418,В процессе,8137
7419,Task 7419,Завершена,6264
7420,Task 7420,В процессе,6542
7421,Task 7421,В процессе,6235
7422,Task 7422,Не начата,6833
7423,Task 7423,Не начата,9227
7424,Task 7424,В процессе,4354
7425,Task 7425,Завершена,8664
7426,Task 7426,Завершена,5645
7427,Task 7427,Не начата,4200
7428,Task 7428,В процессе,6459
7429,Task 7429,Не начата,2393
7430,Task 7430,Завершена,4784
7431,Task 7431,В процессе,7319
7432,Task 7432,Завершена,146
7433,Task 7433,Завершена,3616
7434,Task 7434,Не начата,9327
7435,Task 7435,Не начата,4423
7436,Task 7436,Завершена,5026
7437,Task 7437,Не начата,559
7438,Task 7438,Не начата,5481
7439,Task 7439,В процессе,9834
7440,Task 7440,Не начата,4764
7441,Task 7441,Не начата,190
7442,Task 7442,Завершена,298
7443,Task 7443,Завершена,5818
7444,Task 7444,Завершена,7364
7445,Task 7445,В процессе,9842
7446,Task 7446,Не начата,921
7447,Task 7447,В процессе,8794
7448,Task 7448,Не начата,8923
7449,Task 7449,Завершена,1234
7450,Task 7450,Завершена,5846
7451,Task 7451,В процессе,7203
7452,Task 7452,Завершена,3772
7453,Task 7453,В процессе,1271
7454,Task 7454,Не начата,2403
7455,Task 7455,В процессе,5647
7456,Task 7456,В процессе,2928
7457,Task 7457,Не начата,9243
7458,Task 7458,В процессе,762
7459,Task 7459,Не начата,5822
7460,Task 7460,В процессе,6197
7461,Task 7461,Завершена,1435
7462,Task 7462,В процессе,9775
7463,Task 7463,Не начата,1326
7464,Task 7464,В процессе,4023
7465,Task 7465,В процессе,4781
7466,Task 7466,В процессе,4851
7467,Task 7467,В процессе,2186
7468,Task 7468,В процессе,3145
7469,Task 7469,В процессе,7031
7470,Task 7470,В процессе,6512
7471,Task 7471,Не начата,2426
7472,Task 7472,Не начата,6981
7473,Task 7473,Завершена,965
7474,Task 7474,В процессе,6833
7475,Task 7475,Завершена,6075
7476,Task 7476,Завершена,8323
7477,Task 7477,Не начата,9119
7478,Task 7478,В процессе,7827
7479,Task 7479,Не начата,5806
7480,Task 7480,В процессе,8241
7481,Task 7481,Завершена,6692
7482,Task 7482,Не начата,1442
7483,Task 7483,В процессе,9230
7484,Task 7484,Завершена,627
7485,Task 7485,Завершена,1817
7486,Task 7486,Не начата,6714
7487,Task 7487,Не начата,9619
7488,Task 7488,Не начата,1789
7489,Task 7489,Завершена,4453
7490,Task 7490,Не начата,7479
7491,Task 7491,В процессе,6717
7492,Task 7492,Не начата,4111
7493,Task 7493,В процессе,322
7494,Task 7494,Не начата,5784
7495,Task 7495,В процессе,4813
7496,Task 7496,Завершена,6912
7497,Task 7497,Не начата,8614
7498,Task 7498,Завершена,4718
7499,Task 7499,Не начата,9648
7500,Task 7500,Не начата,5845
7501,Task 7501,В процессе,8552
7502,Task 7502,Завершена,4278
7503,Task 7503,Завершена,4297
7504,Task 7504,Не начата,9063
7505,Task 7505,В процессе,2779
7506,Task 7506,Завершена,2557
7507,Task 7507,Завершена,9267
7508,Task 7508,Не начата,5367
7509,Task 7509,Завершена,3590
7510,Task 7510,Завершена,7619
7511,Task 7511,В процессе,562
7512,Task 7512,В процессе,7956
7513,Task 7513,Не начата,6149
7514,Task 7514,Завершена,6073
7515,Task 7515,Завершена,5688
7516,Task 7516,Не начата,2143
7517,Task 7517,В процессе,743
7518,Task 7518,Завершена,988
7519,Task 7519,Завершена,43
7520,Task 7520,В процессе,6056
7521,Task 7521,Завершена,2956
7522,Task 7522,Не начата,6680
7523,Task 7523,Завершена,4823
7524,Task 7524,Завершена,4986
7525,Task 7525,В процессе,4679
7526,Task 7526,В процессе,2052
7527,Task 7527,Завершена,4550
7528,Task 7528,Не начата,4710
7529,Task 7529,Не начата,9685
7530,Task 7530,Завершена,2530
7531,Task 7531,Не начата,468
7532,Task 7532,Завершена,4188
7533,Task 7533,Завершена,6737
7534,Task 7534,Завершена,529
7535,Task 7535,Завершена,2790
7536,Task 7536,Не начата,7995
7537,Task 7537,Завершена,907
7538,Task 7538,Завершена,5930
7539,Task 7539,В процессе,1359
7540,Task 7540,Завершена,5887
7541,Task 7541,Не начата,7141
7542,Task 7542,Завершена,6915
7543,Task 7543,Завершена,8035
7544,Task 7544,Завершена,3485
7545,Task 7545,Не начата,7905
7546,Task 7546,В процессе,5506
7547,Task 7547,Не начата,9480
7548,Task 7548,Не начата,9711
7549,Task 7549,Не начата,7410
7550,Task 7550,Завершена,8062
7551,Task 7551,В процессе,4350
7552,Task 7552,В процессе,4914
7553,Task 7553,Завершена,4086
7554,Task 7554,В процессе,754
7555,Task 7555,Не начата,8853
7556,Task 7556,Завершена,1771
7557,Task 7557,Завершена,4118
7558,Task 7558,В процессе,8307
7559,Task 7559,В процессе,5063
7560,Task 7560,В процессе,3138
7561,Task 7561,Не начата,675
7562,Task 7562,Не начата,7738
7563,Task 7563,Не начата,7399
7564,Task 7564,Завершена,9751
7565,Task 7565,Завершена,4748
7566,Task 7566,В процессе,4871
7567,Task 7567,В процессе,2465
7568,Task 7568,Завершена,2956
7569,Task 7569,Не начата,4868
7570,Task 7570,Завершена,2160
7571,Task 7571,Завершена,2863
7572,Task 7572,Не начата,1754
7573,Task 7573,В процессе,5442
7574,Task 7574,В процессе,7043
7575,Task 7575,Не начата,2359
7576,Task 7576,В процессе,2938
7577,Task 7577,В процессе,8970
7578,Task 7578,Не начата,5161
7579,Task 7579,В процессе,9662
7580,Task 7580,Не начата,4943
7581,Task 7581,В процессе,8028
7582,Task 7582,В процессе,5204
7583,Task 7583,В процессе,3515
7584,Task 7584,Не начата,91
7585,Task 7585,В процессе,4816
7586,Task 7586,В процессе,7364
7587,Task 7587,В процессе,182
7588,Task 7588,Завершена,7117
7589,Task 7589,Не начата,3097
7590,Task 7590,Завершена,4391
7591,Task 7591,В процессе,1176
7592,Task 7592,Не начата,1732
7593,Task 7593,В процессе,6816
7594,Task 7594,Завершена,459
7595,Task 7595,Не начата,8718
7596,Task 7596,В процессе,39
7597,Task 7597,В процессе,6645
7598,Task 7598,В процессе,4384
7599,Task 7599,В процессе,2944
7600,Task 7600,Не начата,9265
7601,Task 7601,В процессе,6587
7602,Task 7602,Не начата,3811
7603,Task 7603,Не начата,2230
7604,Task 7604,Не начата,1622
7605,Task 7605,Завершена,8117
7606,Task 7606,Не начата,5687
7607,Task 7607,В процессе,6034
7608,Task 7608,В процессе,6434
7609,Task 7609,Не начата,2064
7610,Task 7610,Завершена,840
7611,Task 7611,Завершена,9028
7612,Task 7612,Завершена,4984
7613,Task 7613,В процессе,4905
7614,Task 7614,Не начата,3103
7615,Task 7615,В процессе,7420
7616,Task 7616,Не начата,3719
7617,Task 7617,В процессе,9269
7618,Task 7618,Не начата,3433
7619,Task 7619,Завершена,3211
7620,Task 7620,В процессе,1746
7621,Task 7621,Завершена,5261
7622,Task 7622,В процессе,7669
7623,Task 7623,В процессе,5186
7624,Task 7624,Не начата,6503
7625,Task 7625,Завершена,6006
7626,Task 7626,Не начата,8787
7627,Task 7627,Завершена,3476
7628,Task 7628,Завершена,9171
7629,Task 7629,Не начата,109
7630,Task 7630,В процессе,6096
7631,Task 7631,Завершена,33
7632,Task 7632,Не начата,7027
7633,Task 7633,В процессе,9558
7634,Task 7634,В процессе,7061
7635,Task 7635,Не начата,3451
7636,Task 7636,Не начата,8575
7637,Task 7637,В процессе,9169
7638,Task 7638,Завершена,6959
7639,Task 7639,В процессе,3936
7640,Task 7640,Не начата,3506
7641,Task 7641,Завершена,2382
7642,Task 7642,В процессе,44
7643,Task 7643,Не начата,3388
7644,Task 7644,Не начата,2662
7645,Task 7645,Завершена,9391
7646,Task 7646,В процессе,9022
7647,Task 7647,В процессе,7078
7648,Task 7648,Не начата,2183
7649,Task 7649,Завершена,8780
7650,Task 7650,Завершена,6078
7651,Task 7651,Завершена,8269
7652,Task 7652,В процессе,6791
7653,Task 7653,Не начата,9101
7654,Task 7654,Завершена,3505
7655,Task 7655,Не начата,4528
7656,Task 7656,Завершена,5074
7657,Task 7657,Не начата,8339
7658,Task 7658,Не начата,9239
7659,Task 7659,В процессе,1141
7660,Task 7660,Не начата,9409
7661,Task 7661,В процессе,5514
7662,Task 7662,Завершена,2253
7663,Task 7663,В процессе,3046
7664,Task 7664,Не начата,818
7665,Task 7665,Завершена,6122
7666,Task 7666,В процессе,3999
7667,Task 7667,Не начата,9716
7668,Task 7668,Завершена,4271
7669,Task 7669,Не начата,4753
7670,Task 7670,Не начата,282
7671,Task 7671,Не начата,9625
7672,Task 7672,В процессе,698
7673,Task 7673,Не начата,8284
7674,Task 7674,Завершена,7148
7675,Task 7675,Завершена,5731
7676,Task 7676,В процессе,4455
7677,Task 7677,В процессе,8213
7678,Task 7678,В процессе,4417
7679,Task 7679,В процессе,4369
7680,Task 7680,Не начата,49
7681,Task 7681,Завершена,2924
7682,Task 7682,В процессе,7976
7683,Task 7683,Завершена,2162
7684,Task 7684,В процессе,8640
7685,Task 7685,В процессе,1588
7686,Task 7686,Завершена,5218
7687,Task 7687,Не начата,6050
7688,Task 7688,В процессе,3625
7689,Task 7689,Не начата,1006
7690,Task 7690,Завершена,8061
7691,Task 7691,Завершена,7743
7692,Task 7692,Завершена,6070
7693,Task 7693,Не начата,2164
7694,Task 7694,Завершена,3160
7695,Task 7695,Не начата,9112
7696,Task 7696,Не начата,708
7697,Task 7697,Завершена,9966
7698,Task 7698,Завершена,3964
7699,Task 7699,В процессе,984
7700,Task 7700,В процессе,9887
7701,Task 7701,Завершена,262
7702,Task 7702,Не начата,4524
7703,Task 7703,В процессе,6700
7704,Task 7704,В процессе,700
7705,Task 7705,Не начата,5525
7706,Task 7706,В процессе,5550
7707,Task 7707,Не начата,3722
7708,Task 7708,В процессе,4884
7709,Task 7709,Завершена,6335
7710,Task 7710,Не начата,108
7711,Task 7711,Не начата,3023
7712,Task 7712,В процессе,4351
7713,Task 7713,Завершена,2924
7714,Task 7714,В процессе,1440
7715,Task 7715,Завершена,228
7716,Task 7716,В процессе,3662
7717,Task 7717,В процессе,5713
7718,Task 7718,Не начата,1334
7719,Task 7719,Завершена,1029
7720,Task 7720,Не начата,7555
7721,Task 7721,В процессе,9828
7722,Task 7722,Завершена,4547
7723,Task 7723,Завершена,7897
7724,Task 7724,Не начата,7759
7725,Task 7725,Завершена,2137
7726,Task 7726,В процессе,2836
7727,Task 7727,Завершена,5527
7728,Task 7728,В процессе,2568
7729,Task 7729,Не начата,8232
7730,Task 7730,Не начата,1581
7731,Task 7731,В процессе,2283
7732,Task 7732,Не начата,1784
7733,Task 7733,В процессе,2562
7734,Task 7734,Не начата,9958
7735,Task 7735,Завершена,3260
7736,Task 7736,Не начата,8591
7737,Task 7737,Завершена,411
7738,Task 7738,Завершена,8322
7739,Task 7739,Не начата,5012
7740,Task 7740,Не начата,6433
7741,Task 7741,Завершена,6589
7742,Task 7742,Завершена,3557
7743,Task 7743,Не начата,3975
7744,Task 7744,Завершена,5776
7745,Task 7745,В процессе,8953
7746,Task 7746,Завершена,657
7747,Task 7747,Завершена,6316
7748,Task 7748,В процессе,5111
7749,Task 7749,Не начата,2763
7750,Task 7750,В процессе,529
7751,Task 7751,Не начата,4960
7752,Task 7752,Завершена,5831
7753,Task 7753,В процессе,1407
7754,Task 7754,Завершена,2588
7755,Task 7755,Не начата,1989
7756,Task 7756,Завершена,3340
7757,Task 7757,Завершена,5347
7758,Task 7758,Не начата,8009
7759,Task 7759,Не начата,2500
7760,Task 7760,В процессе,2060
7761,Task 7761,Не начата,8893
7762,Task 7762,Не начата,1732
7763,Task 7763,Не начата,4327
7764,Task 7764,Не начата,1104
7765,Task 7765,Не начата,3234
7766,Task 7766,Не начата,4063
7767,Task 7767,Не начата,2279
7768,Task 7768,Завершена,2480
7769,Task 7769,В процессе,5001
7770,Task 7770,В процессе,432
7771,Task 7771,Завершена,5233
7772,Task 7772,Завершена,5650
7773,Task 7773,В процессе,1716
7774,Task 7774,Завершена,5389
7775,Task 7775,Не начата,7161
7776,Task 7776,В процессе,6682
7777,Task 7777,Не начата,4303
7778,Task 7778,В процессе,2603
7779,Task 7779,Завершена,6184
7780,Task 7780,В процессе,7986
7781,Task 7781,Завершена,5653
7782,Task 7782,Не начата,8944
7783,Task 7783,Не начата,9300
7784,Task 7784,Завершена,8209
7785,Task 7785,Завершена,8921
7786,Task 7786,Не начата,8957
7787,Task 7787,Не начата,3301
7788,Task 7788,Не начата,4853
7789,Task 7789,В процессе,3696
7790,Task 7790,В процессе,8130
7791,Task 7791,В процессе,6999
7792,Task 7792,Завершена,4430
7793,Task 7793,Не начата,1730
7794,Task 7794,Не начата,4320
7795,Task 7795,В процессе,2177
7796,Task 7796,Не начата,5690
7797,Task 7797,В процессе,2006
7798,Task 7798,Не начата,6645
7799,Task 7799,В процессе,3996
7800,Task 7800,В процессе,987
7801,Task 7801,Завершена,1666
7802,Task 7802,Завершена,6020
7803,Task 7803,В процессе,1902
7804,Task 7804,Не начата,9548
7805,Task 7805,Не начата,8088
7806,Task 7806,Не начата,3311
7807,Task 7807,В процессе,5327
7808,Task 7808,В процессе,8848
7809,Task 7809,В процессе,6709
7810,Task 7810,В процессе,2997
7811,Task 7811,Не начата,7407
7812,Task 7812,В процессе,3970
7813,Task 7813,Завершена,5352
7814,Task 7814,Не начата,2141
7815,Task 7815,В процессе,7269
7816,Task 7816,Не начата,6152
7817,Task 7817,Завершена,6756
7818,Task 7818,Завершена,3114
7819,Task 7819,В процессе,3765
7820,Task 7820,Не начата,3526
7821,Task 7821,Не начата,1789
7822,Task 7822,Завершена,2693
7823,Task 7823,Завершена,7153
7824,Task 7824,В процессе,8818
7825,Task 7825,Завершена,562
7826,Task 7826,Не начата,4668
7827,Task 7827,Завершена,5528
7828,Task 7828,Не начата,8332
7829,Task 7829,Не начата,8688
7830,Task 7830,В процессе,254
7831,Task 7831,Не начата,9596
7832,Task 7832,Не начата,9577
7833,Task 7833,Не начата,8117
7834,Task 7834,Не начата,9444
7835,Task 7835,Завершена,3082
7836,Task 7836,В процессе,2690
7837,Task 7837,Не начата,788
7838,Task 7838,Не начата,7111
7839,Task 7839,Завершена,9365
7840,Task 7840,В процессе,3450
7841,Task 7841,Не начата,5017
7842,Task 7842,В процессе,2341
7843,Task 7843,Завершена,9726
7844,Task 7844,Не начата,4736
7845,Task 7845,В процессе,4236
7846,Task 7846,В процессе,8535
7847,Task 7847,Не начата,8349
7848,Task 7848,Не начата,7349
7849,Task 7849,В процессе,8484
7850,Task 7850,Не начата,1233
7851,Task 7851,В процессе,8880
7852,Task 7852,Не начата,9
7853,Task 7853,В процессе,9022
7854,Task 7854,В процессе,8489
7855,Task 7855,Завершена,570
7856,Task 7856,Завершена,8470
7857,Task 7857,В процессе,7746
7858,Task 7858,Не начата,319
7859,Task 7859,Не начата,8378
7860,Task 7860,Не начата,3268
7861,Task 7861,Не начата,4649
7862,Task 7862,Не начата,6486
7863,Task 7863,Завершена,8612
7864,Task 7864,В процессе,2467
7865,Task 7865,Завершена,215
7866,Task 7866,Завершена,4278
7867,Task 7867,В процессе,9964
7868,Task 7868,В процессе,9029
7869,Task 7869,В процессе,8201
7870,Task 7870,Завершена,5179
7871,Task 7871,Завершена,4426
7872,Task 7872,В процессе,8265
7873,Task 7873,В процессе,5340
7874,Task 7874,Не начата,779
7875,Task 7875,В процессе,9642
7876,Task 7876,В процессе,9478
7877,Task 7877,В процессе,8004
7878,Task 7878,Завершена,5388
7879,Task 7879,В процессе,6195
7880,Task 7880,Не начата,8310
7881,Task 7881,Не начата,5224
7882,Task 7882,В процессе,5818
7883,Task 7883,В процессе,7724
7884,Task 7884,В процессе,3587
7885,Task 7885,Не начата,7945
7886,Task 7886,Не начата,6212
7887,Task 7887,Завершена,8106
7888,Task 7888,В процессе,4274
7889,Task 7889,В процессе,1075
7890,Task 7890,Не начата,8133
7891,Task 7891,Не начата,6419
7892,Task 7892,Не начата,106
7893,Task 7893,Не начата,1531
7894,Task 7894,Завершена,2743
7895,Task 7895,Не начата,5080
7896,Task 7896,В процессе,5613
7897,Task 7897,В процессе,3052
7898,Task 7898,В процессе,9802
7899,Task 7899,В процессе,5430
7900,Task 7900,Не начата,940
7901,Task 7901,Завершена,7034
7902,Task 7902,В процессе,9992
7903,Task 7903,В процессе,7330
7904,Task 7904,Не начата,6172
7905,Task 7905,В процессе,9277
7906,Task 7906,Завершена,8365
7907,Task 7907,Не начата,3868
7908,Task 7908,В процессе,5355
7909,Task 7909,В процессе,5526
7910,Task 7910,Не начата,7927
7911,Task 7911,Не начата,8037
7912,Task 7912,В процессе,7319
7913,Task 7913,Не начата,6654
7914,Task 7914,В процессе,7772
7915,Task 7915,Завершена,3769
7916,Task 7916,Не начата,6761
7917,Task 7917,Завершена,9153
7918,Task 7918,В процессе,1176
7919,Task 7919,Завершена,2609
7920,Task 7920,В процессе,5077
7921,Task 7921,В процессе,5962
7922,Task 7922,Не начата,5485
7923,Task 7923,В процессе,2908
7924,Task 7924,Завершена,7451
7925,Task 7925,Не начата,2264
7926,Task 7926,Не начата,7447
7927,Task 7927,Завершена,326
7928,Task 7928,В процессе,6007
7929,Task 7929,В процессе,2609
7930,Task 7930,Не начата,7300
7931,Task 7931,В процессе,638
7932,Task 7932,Завершена,6789
7933,Task 7933,В процессе,2892
7934,Task 7934,В процессе,908
7935,Task 7935,В процессе,9342
7936,Task 7936,Завершена,1126
7937,Task 7937,В процессе,9380
7938,Task 7938,В процессе,1093
7939,Task 7939,Завершена,3234
7940,Task 7940,Не начата,2041
7941,Task 7941,Не начата,22
7942,Task 7942,Завершена,7975
7943,Task 7943,Не начата,9499
7944,Task 7944,Не начата,636
7945,Task 7945,Завершена,7068
7946,Task 7946,В процессе,3216
7947,Task 7947,Не начата,1684
7948,Task 7948,Завершена,8368
7949,Task 7949,Завершена,6765
7950,Task 7950,В процессе,463
7951,Task 7951,В процессе,8696
7952,Task 7952,Завершена,1295
7953,Task 7953,Не начата,4510
7954,Task 7954,Не начата,4648
7955,Task 7955,В процессе,7189
7956,Task 7956,В процессе,8449
7957,Task 7957,Не начата,7823
7958,Task 7958,Завершена,3594
7959,Task 7959,Завершена,4090
7960,Task 7960,В процессе,7021
7961,Task 7961,Не начата,8565
7962,Task 7962,Завершена,1497
7963,Task 7963,В процессе,4989
7964,Task 7964,Не начата,5780
7965,Task 7965,В процессе,949
